Name            Location        Type    Namespace       Source  Reference Count Offcut Ref Count
FUN_00fe301e    00fe301e        Function        Global  Default 1       0
FUN_00fe3028    00fe3028        Function        Global  Default 1       0
isdrive         00fe3054        Function        Global  User Defined    1       0
pgmld           00fe3060        Instruction Label       Global  User Defined    1       0
chrout          00fe30ea        Instruction Label       Global  User Defined    1       0
rawcon          00fe3112        Instruction Label       Global  User Defined    1       0
dos_gdrv        00fe3138        Instruction Label       Global  User Defined    1       0
dos_sdta        00fe3144        Instruction Label       Global  User Defined    1       0
dos_sfirst      00fe3156        Instruction Label       Global  User Defined    1       0
dos_snext       00fe319a        Function        Global  User Defined    1       0
dos_open        00fe31d4        Function        Global  User Defined    1       0
dos_close       00fe3212        Function        Global  User Defined    1       0
dos_read        00fe3224        Instruction Label       Global  User Defined    1       0
dos_write       00fe324a        Instruction Label       Global  User Defined    1       0
dos_lseek       00fe3270        Instruction Label       Global  User Defined    1       0
dos_chdir       00fe328a        Instruction Label       Global  User Defined    1       0
dos_gdir        00fe32a4        Instruction Label       Global  User Defined    1       0
dos_sdrv        00fe32ba        Instruction Label       Global  User Defined    1       0
dos_create      00fe32cc        Instruction Label       Global  User Defined    1       0
dos_mkdir       00fe32ea        Instruction Label       Global  User Defined    1       0
dos_chmod       00fe3320        Instruction Label       Global  User Defined    1       0
dos_set         00fe333a        Instruction Label       Global  User Defined    1       0
dos_label       00fe3360        Instruction Label       Global  User Defined    1       0
dos_delete      00fe33fc        Instruction Label       Global  User Defined    1       0
dos_space       00fe340e        Instruction Label       Global  User Defined    1       0
dos_rename      00fe346e        Instruction Label       Global  User Defined    1       0
dos_rmdir       00fe3486        Instruction Label       Global  User Defined    1       0
dos_alloc       00fe3498        Instruction Label       Global  User Defined    1       0
al_1            00fe34a8        Instruction Label       Global  User Defined    1       0
dos_avail       00fe34dc        Instruction Label       Global  User Defined    1       0
dos_free        00fe34f0        Instruction Label       Global  User Defined    1       0
givecpm         00fe3502        Instruction Label       Global  User Defined    1       0
takecpm         00fe350e        Instruction Label       Global  User Defined    1       0
retake          00fe3524        Instruction Label       Global  User Defined    1       0
call_err        00fe3534        Function        Global  User Defined    3       0
giveerr         00fe3544        Instruction Label       Global  User Defined    1       0
takeerr         00fe354c        Instruction Label       Global  User Defined    1       0
err_trap        00fe355e        Instruction Label       Global  User Defined    3       0
err1            00fe3592        Instruction Label       Global  User Defined    1       0
eok             00fe35a0        Instruction Label       Global  User Defined    2       0
eabrt           00fe35c0        Instruction Label       Global  User Defined    1       0
dos_exec        00fe35ce        Instruction Label       Global  User Defined    1       0
exok            00fe3652        Instruction Label       Global  User Defined    1       0
lmul            00fe3654        Function        Global  User Defined    3       0
ldiv            00fe36a8        Function        Global  User Defined    0       0
grptrp          00fe3746        Function        Global  User Defined    2       0
back            00fe3760        Function        Global  User Defined    1       0
gosuper         00fe376a        Function        Global  User Defined    2       0
supret          00fe37a8        Function        Global  User Defined    1       0
far_draw        00fe37de        Function        Global  User Defined    1       0
FUN_00fe37fe    00fe37fe        Function        Global  Default 1       0
caseD_1         00fe39f4        Instruction Label       switchD_00fe3a54        Analysis        2       0
caseD_2         00fe3a00        Instruction Label       switchD_00fe3a54        Analysis        2       0
caseD_3         00fe3a0e        Instruction Label       switchD_00fe3a54        Analysis        2       0
caseD_4         00fe3a18        Instruction Label       switchD_00fe3a54        Analysis        2       0
caseD_5         00fe3a22        Instruction Label       switchD_00fe3a54        Analysis        2       0
caseD_6         00fe3a2c        Instruction Label       switchD_00fe3a54        Analysis        2       0
caseD_7         00fe3a36        Instruction Label       switchD_00fe3a54        Analysis        2       0
switchD         00fe3a54        Instruction Label       switchD_00fe3a54        Analysis        0       0
caseD_7         00fe3a56        Instruction Label       switchD_00fe3a54        Analysis        9       0
ldaccs          00fe3c26        Function        Global  User Defined    1       0
FUN_00fe3d08    00fe3d08        Function        Global  Default 1       0
FUN_00fe3d66    00fe3d66        Function        Global  Default 1       0
FUN_00fe3dfc    00fe3dfc        Function        Global  Default 1       0
FUN_00fe3e40    00fe3e40        Function        Global  Default 1       0
caseD_2         00fe3ed8        Instruction Label       switchD_00fe40c6        Analysis        3       0
caseD_4         00fe3ed8        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_3         00fe3f12        Instruction Label       switchD_00fe40c6        Analysis        2       0
caseD_8         00fe3f8c        Instruction Label       switchD_00fe40c6        Analysis        2       0
caseD_c         00fe403a        Instruction Label       switchD_00fe40c6        Analysis        3       0
caseD_11        00fe403a        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_a         00fe407c        Instruction Label       switchD_00fe40c6        Analysis        7       0
caseD_b         00fe407c        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_f         00fe407c        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_10        00fe407c        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_d         00fe4080        Instruction Label       switchD_00fe40c6        Analysis        3       0
caseD_12        00fe4080        Instruction Label       switchD_00fe40c6        Analysis        0       0
switchD         00fe40c6        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_5         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis        11      0
caseD_6         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_7         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_9         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis        0       0
caseD_e         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis        0       0
FUN_00fe42cc    00fe42cc        Function        Global  Default 3       0
FUN_00fe4326    00fe4326        Function        Global  Default 2       0
disp            00fe4558        Function        Global  User Defined    1       0
FUN_00fe4616    00fe4616        Function        Global  Default 1       0
FUN_00fe46fc    00fe46fc        Function        Global  Default 1       0
FUN_00fe476c    00fe476c        Function        Global  Default 2       0
super           00fe5f4a        Function        Global  User Defined    2       0
eralert         00fe6fde        Function        Global  User Defined    2       0
FUN_00fe83fc    00fe83fc        Function        Global  Default 1       0
gsx_init        00fe8418        Instruction Label       Global  User Defined    1       0
gsx_wsopen      00fe84c8        Instruction Label       Global  User Defined    1       0
gsx_setmb       00fe86cc        Instruction Label       Global  User Defined    1       0
gsx_tick        00fe873c        Instruction Label       Global  User Defined    1       0
FUN_00fe8760    00fe8760        Function        Global  Default 1       0
FUN_00fe878a    00fe878a        Function        Global  Default 1       0
FUN_00fe87b0    00fe87b0        Function        Global  Default 1       0
FUN_00fe87d0    00fe87d0        Function        Global  Default 1       0
avst_height     00fe88b0        Data Label      Global  User Defined    1       0
sh_main         00feb052        Function        Global  User Defined    1       0
FUN_00fec39a    00fec39a        Function        Global  Default 1       0
FUN_00fec3d4    00fec3d4        Function        Global  Default 1       0
FUN_00fecb14    00fecb14        Function        Global  Default 4       0
FUN_00fecb2a    00fecb2a        Function        Global  Default 1       0
FUN_00fecb4a    00fecb4a        Function        Global  Default 0       0
FUN_00fecb64    00fecb64        Function        Global  Default 1       0
FUN_00fecb74    00fecb74        Function        Global  Default 1       0
FUN_00fecb84    00fecb84        Function        Global  Default 1       0
FUN_00fecb94    00fecb94        Function        Global  Default 1       0
FUN_00fecba4    00fecba4        Function        Global  Default 1       0
FUN_00fecbb4    00fecbb4        Function        Global  Default 1       0
FUN_00fecbc4    00fecbc4        Function        Global  Default 1       0
FUN_00fecbd4    00fecbd4        Function        Global  Default 1       0
FUN_00fecbe6    00fecbe6        Function        Global  Default 1       0
FUN_00fecbfa    00fecbfa        Function        Global  Default 1       0
FUN_00fecc12    00fecc12        Function        Global  Default 0       0
FUN_00fecc28    00fecc28        Function        Global  Default 0       0
FUN_00fecc40    00fecc40        Function        Global  Default 1       0
FUN_00fecc56    00fecc56        Function        Global  Default 0       0
FUN_00fecc6c    00fecc6c        Function        Global  Default 1       0
FUN_00fecca6    00fecca6        Function        Global  Default 1       0
FUN_00feccd2    00feccd2        Function        Global  Default 1       0
FUN_00fecd60    00fecd60        Function        Global  Default 1       0
FUN_00feceea    00feceea        Function        Global  Default 1       0
FUN_00fecf04    00fecf04        Function        Global  Default 1       0
justretf        00fed684        Data Label      Global  User Defined    1       0
tikcod          00fed686        Instruction Label       Global  User Defined    1       0
FUN_00fed6d8    00fed6d8        Function        Global  Default 1       0
FUN_00feda5a    00feda5a        Function        Global  Default 1       0
FUN_00fee76a    00fee76a        Function        Global  Default 1       0
trp13           00fee77c        Function        Global  User Defined    2       0
trp14           00fee78c        Function        Global  User Defined    2       0
FUN_00fee79c    00fee79c        Function        Global  Default 1       0
size_theglo     00feeabe        Function        Global  User Defined    1       0
FUN_00feeac8    00feeac8        Function        Global  Default 1       0
FUN_00feeb20    00feeb20        Function        Global  Default 1       0
linefhandler    00feeb6a        Instruction Label       Global  User Defined    2       0
linefh1         00feeb8a        Instruction Label       Global  User Defined    1       0
movinst         00feeb9e        Instruction Label       Global  User Defined    0       1
linefh2         00feeba2        Instruction Label       Global  User Defined    1       0
lineftab        00feeba8        Data Label      Global  User Defined    1       0
switchdataD_00fef69a    00fef69a        Data Label      switchD_00fdb54a        Analysis        1       0
err_tbl         00fef8d6        Data Label      Global  User Defined    2       0
switchdataD_00fef8e8    00fef8e8        Data Label      switchD_00fe3a54        Analysis        2       0
switchdataD_00fef928    00fef928        Data Label      switchD_00fe40c6        Analysis        1       0
_ui_mupb        00fefff4        Data Label      Global  User Defined    4       2

memconf         ffff8001        Data Label      Global  User Defined    3       0
v_bas_h         ffff8201        Data Label      Global  User Defined    6       0
v_bas_m         ffff8203        Data Label      Global  User Defined    6       0
v_syncmod       ffff820a        Data Label      Global  User Defined    1       0
palette         ffff8240        Data Label      Global  User Defined    3       2
v_shf_mod       ffff8260        Data Label      Global  User Defined    7       0
dma_data        ffff8604        Data Label      Global  User Defined    10      0
dma_control     ffff8606        Data Label      Global  User Defined    10      0
dma_addr_high   ffff8609        Data Label      Global  User Defined    5       0
dma_addr_med    ffff860b        Data Label      Global  User Defined    5       0
dma_addr_lo     ffff860d        Data Label      Global  User Defined    5       0
psgsel          ffff8800        Data Label      Global  User Defined    11      0
psgwr           ffff8802        Data Label      Global  User Defined    7       0
MFP_REGS        fffffa01        Data Label      Global  User Defined    17      0
MFP_LPT         fffffa01        Data Label      Global  User Defined    0       0
MFP_GPIP        fffffa01        Data Label      Global  User Defined    0       0
MFP_AER         fffffa03        Data Label      Global  User Defined    0       0
MFP_DDR         fffffa05        Data Label      Global  User Defined    0       0
MFP_IERA        fffffa07        Data Label      Global  User Defined    0       0
MFP_IERB        fffffa09        Data Label      Global  User Defined    0       0
MFP_IPRA        fffffa0b        Data Label      Global  User Defined    0       0
MFP_IPRB        fffffa0d        Data Label      Global  User Defined    0       0
MFP_ISRA        fffffa0f        Data Label      Global  User Defined    0       0
MFP_ISRB        fffffa11        Data Label      Global  User Defined    2       0
MFP_IMRA        fffffa13        Data Label      Global  User Defined    0       0
MFP_IMRB        fffffa15        Data Label      Global  User Defined    0       0
MFP_VR          fffffa17        Data Label      Global  User Defined    1       0
MFP_TACR        fffffa19        Data Label      Global  User Defined    0       0
MFP_TBCR        fffffa1b        Data Label      Global  User Defined    5       0
MFP_TCDCR       fffffa1d        Data Label      Global  User Defined    0       0
MFP_TADR        fffffa1f        Data Label      Global  User Defined    0       0
MFP_TBDR        fffffa21        Data Label      Global  User Defined    5       0
MFP_TCDR        fffffa23        Data Label      Global  User Defined    0       0
MFP_TDDR        fffffa25        Data Label      Global  User Defined    0       0
MFP_SCR         fffffa27        Data Label      Global  User Defined    0       0
MFP_UCR         fffffa29        Data Label      Global  User Defined    0       0
MFP_RSR         fffffa2b        Data Label      Global  User Defined    0       0
MFP_TSR         fffffa2d        Data Label      Global  User Defined    0       0
MFP_UDR         fffffa2f        Data Label      Global  User Defined    0       0
IKBD_ACIA_CTRL  fffffc00        Data Label      Global  User Defined    8       0
IKBD_ACIA_DATA  fffffc02        Data Label      Global  User Defined    2       0
MIDI_ACIA_CTRL  fffffc04        Data Label      Global  User Defined    9       0
MIDI_ACIA_DATA  fffffc06        Data Label      Global  User Defined    2       0

ad_rso          0x006c44
gl_rbuf         0x006e98
gl_rlen         0x006ed2
elinkoff        0x006fa0
cda             0x006fa4
rs_global       0x006fa8
ad_sysglo       0x006fac
gl_mowner       0x007290
gl_wtree        0x0072c2
xrat            0x007394
yrat            0x007396
pr_button       0x007398
pr_xrat         0x00739a
pr_yrat         0x0073a6
eul             0x009dfe
curpid          0x009e04
gl_handle       0x009eea
gl_recd         0x009f1c
gl_bvhard       0x009fac
mtrans          0x009fba
gl_bvdisk       0x009fd4
gl_moff         0x009fea
gl_nplanes      0x00a090

all_run         0xfd933e
LWCOPY          0xfecc40
crysbind        0xfe54d6
xif             0xfe5e70 
ap_rdwr         0xfe5f64
ap_find         0xfe5f7a
ap_tplay        0xfe5fb0
ap_trecd        0xfe6062
ev_keybd        0xfe61a6
ev_button       0xfe61b6
ev_mouse        0xfe61f6
ev_mesag        0xfe6216
ev_block        0xfe6186
ev_timer        0xfe6236
ev_multi        0xfe6298
ev_dlick        0xfe6524
inside          0xfece68
do_chg          0xfe8a06
mn_bar          0xfe8dfa
mn_clsda        0xfe8f74
mn_register     0xfe8fb6
ob_center       0xfe9082
instr           0xfe92de
curfld          0xfe924a
pxl_rect        0xfe91d8
ob_delit        0xfe93f2
ob_stfn         0xfe93ba
check           0xfe931e
ob_edit         0xfe9440
ob_add          0xfea08e
ob_delete       0xfea0f2
ob_draw         0xfe9ef2
ob_find         0xfe9f64
ob_offset       0xfea45c
ob_order        0xfea188
ob_change       0xfea25c
ob_actxywh      0xfea3c0
ob_relxywh      0xfea410
ob_setxywh      0xfea436
get_prev        0xfea4b8
fix_chpos       0xfea4fe
rs_str          0xfea5c2
rs_gaddr        0xfea966
scan_to_end     0xfe910e
ob_format       0xfe976e
ob_user         0xfe9814
just_draw       0xfe9868
rs_load         0xfeab44
rs_free         0xfea938
rs_saddr        0xfea996
rs_obfix        0xfea578
sc_read         0xfeab68
sc_write        0xfeab7c
sh_read         0xfeab90
sh_write        0xfeabbc
sh_get          0xfeac50
sh_put          0xfeac6a
sh_find         0xfeaeec
sh_envrn        0xfead64
fm_keybd        0xfe6bdc
fm_do           0xfe6df2
fm_dial         0xfe6f3e
fm_alert        0xfe68aa
fm_error        0xfe7064
fm_button       0xfe6c8a
fs_input        0xfe76f8
gr_rubbox       0xfe7f5a
gr_dragbox      0xfe7f86
gr_movebox      0xfe8054
gr_growbox      0xfe80ea
gr_shrinkbox    0xfe817e
gr_watchbox     0xfe821a
gr_slidebox     0xfe8288
gr_mkstate      0xfe8318
gsx_malloc      0xfe8346
gsx_mfree       0xfe83a6
ratinit         0xfe8564
ratexit         0xfe857a
gsx_1code       0xfe83fc
gsx_setmb       0xfe86cc
gsx_mxmy        0xfe878a
gsx_moff        0xfe87b0
gsx_mon         0xfe87d0
gsx_mfset       0xfe8760
bellout         0xfe30fc
prt_chr         0xfe3126
ins_char        0xfe913a
find_pos        0xfe9196
pinit           0xfd96d4
gr_inside       0xfd9862
gsx_attr        0xfd9d4a
gsx_gclip       0xfd9c3a
w_setup         0xfeb3ca
wm_create       0xfec5b6
wm_open         0xfec68e
wm_close        0xfec6a4
wm_delete       0xfec6ba
wm_opcl         0xfec62a
wm_get          0xfec6d6
wm_set          0xfec7ec
wm_find         0xfeca00
wm_update       0xfeca22
wm_calc         0xfeca66
i_ptsin         0xfecb64
i_intin         0xfecb74
i_ptsout        0xfecb84
i_intout        0xfecb94
i_lptr1         0xfecba4
i_ptr           0xfecbc4
LSTCPY          0xfecbe6
LBCOPY          0xfecc7e
min             0xfeceea
max             0xfecf04
bfill           0xfecf1e
toupper         0xfecf3a
strlen          0xfecf84
avro_cpyfm      0xfe8924
xstrpcpy        0xfed018
rc_copy         0xfecd60
gr_rect         0xfd988a

gsx_sclip       0xfd9bae
gsx_xbox        0xfd9e5c
gsx_xcbox       0xfd9e76
gsx_fix         0xfd9fa2
gsx_start       0xfda188

fm_show         0xfe6f9e

gsx_cline       0xfd9d34
gr_just         0xfd98d8
far_call        0xfdd71a
ob_fs           0xfea38e

iasync          0xfe398c
mwait           0xfe3952
aret            0xfe3a5c
ev_mchk         0xfe625c
dq              0xfe4886
downorup        0xfe4a1e

ct_chgown       0xfe4206

inf_file        0xfde330
pn_fcomp        0xfdf25e
gr_plns         0xfdbcc8
