Name            Location        Type         Namespace  Source
win_ith         00fe248e        Function        Global  User Defined
win_ocalc       00fe24a4        Function        Global  User Defined
win_icalc       00fe259c        Function        Global  User Defined
win_bldview     00fe25fe        Function        Global  User Defined
win_blt         00fe29b2        Function        Global  User Defined
win_slide       00fe2bb2        Function        Global  User Defined
win_arrow       00fe2c48        Function        Global  User Defined
caseD_0         00fe2c60        Instruction Label       switchD_00fe2cc2        Analysis
caseD_1         00fe2c6a        Instruction Label       switchD_00fe2cc2        Analysis
caseD_2         00fe2c74        Instruction Label       switchD_00fe2cc2        Analysis
caseD_3         00fe2c7c        Instruction Label       switchD_00fe2cc2        Analysis
caseD_4         00fe2c84        Instruction Label       switchD_00fe2cc2        Analysis
caseD_5         00fe2c90        Instruction Label       switchD_00fe2cc2        Analysis
caseD_6         00fe2c9c        Instruction Label       switchD_00fe2cc2        Analysis
caseD_7         00fe2ca6        Instruction Label       switchD_00fe2cc2        Analysis
switchD         00fe2cc2        Instruction Label       switchD_00fe2cc2        Analysis
win_srtall      00fe2cd0        Function        Global  User Defined
win_bdall       00fe2d32        Function        Global  User Defined
win_shwall      00fe2da8        Function        Global  User Defined
win_isel        00fe2e0e        Function        Global  User Defined
win_iname       00fe2e72        Function        Global  User Defined
win_sinfo       00fe2e9c        Function        Global  User Defined
win_sname       00fe2efa        Function        Global  User Defined
dsptch          00fe2f2a        Function        Global  User Defined
dsp1            00fe2f34        Function        Global  User Defined
cli             00fe2f3e        Function        Global  User Defined
sti             00fe2f4a        Function        Global  User Defined
hcli            00fe2f52        Function        Global  User Defined
hsti            00fe2f58        Function        Global  User Defined
gotopgm         00fe2f5e        Function        Global  User Defined
savestate       00fe2f82        Function        Global  User Defined
savest1         00fe2f9a        Function        Global  User Defined
switchto        00fe2fde        Function        Global  User Defined
setdsss         00fe301e        Function        Global  User Defined
psetup          00fe3028        Function        Global  User Defined
isdrive         00fe3054        Function        Global  User Defined
pgmld           00fe3060        Function        Global  User Defined
chrout          00fe30ea        Function        Global  User Defined
bellout         00fe30fc        Function        Global  User Defined
rawcon          00fe3112        Function        Global  User Defined
prt_chr         00fe3126        Function        Global  User Defined
dos_gdrv        00fe3138        Function        Global  User Defined
dos_sdta        00fe3144        Function        Global  User Defined
dos_sfirst      00fe3156        Function        Global  User Defined
dos_snext       00fe319a        Function        Global  User Defined
dos_open        00fe31d4        Function        Global  User Defined
dos_close       00fe3212        Function        Global  User Defined
dos_read        00fe3224        Function        Global  User Defined
dos_write       00fe324a        Function        Global  User Defined
dos_lseek       00fe3270        Function        Global  User Defined
dos_chdir       00fe328a        Function        Global  User Defined
dos_gdir        00fe32a4        Function        Global  User Defined
dos_sdrv        00fe32ba        Function        Global  User Defined
dos_create      00fe32cc        Function        Global  User Defined
dos_mkdir       00fe32ea        Function        Global  User Defined
dos_chmod       00fe3320        Function        Global  User Defined
dos_set         00fe333a        Function        Global  User Defined
dos_label       00fe3360        Function        Global  User Defined
dos_delete      00fe33fc        Function        Global  User Defined
dos_space       00fe340e        Function        Global  User Defined
dos_rename      00fe346e        Function        Global  User Defined
dos_rmdir       00fe3486        Function        Global  User Defined
dos_alloc       00fe3498        Function        Global  User Defined
al_1            00fe34a8        Instruction Label       Global  User Defined
dos_avail       00fe34dc        Function        Global  User Defined
dos_free        00fe34f0        Function        Global  User Defined
givecpm         00fe3502        Function        Global  User Defined
takecpm         00fe350e        Function        Global  User Defined
retake          00fe3524        Function        Global  User Defined
call_err        00fe3534        Function        Global  User Defined
giveerr         00fe3544        Function        Global  User Defined
takeerr         00fe354c        Instruction Label       Global  User Defined
err_trap        00fe355e        Instruction Label       Global  User Defined
err1            00fe3592        Instruction Label       Global  User Defined
eok             00fe35a0        Instruction Label       Global  User Defined
eabrt           00fe35c0        Instruction Label       Global  User Defined
dos_exec        00fe35ce        Function        Global  User Defined
exok            00fe3652        Instruction Label       Global  User Defined
lmul            00fe3654        Function        Global  User Defined
ldiv            00fe36a8        Function        Global  User Defined
grptrp          00fe3746        Function        Global  User Defined
back            00fe3760        Function        Global  User Defined
gosuper         00fe376a        Function        Global  User Defined
supret          00fe37a8        Function        Global  User Defined
far_draw        00fe37de        Function        Global  User Defined
signal          00fe37fe        Function        Global  User Defined
zombie          00fe385a        Function        Global  User Defined
get_evb         00fe38a2        Function        Global  User Defined
evinsert        00fe38d0        Function        Global  User Defined
takeoff         00fe3902        Function        Global  User Defined
mwait           00fe3952        Function        Global  User Defined
iasync          00fe398c        Function        Global  User Defined
caseD_1         00fe39f4        Instruction Label       switchD_00fe3a54        Analysis
caseD_2         00fe3a00        Instruction Label       switchD_00fe3a54        Analysis
caseD_3         00fe3a0e        Instruction Label       switchD_00fe3a54        Analysis
caseD_4         00fe3a18        Instruction Label       switchD_00fe3a54        Analysis
caseD_5         00fe3a22        Instruction Label       switchD_00fe3a54        Analysis
caseD_6         00fe3a2c        Instruction Label       switchD_00fe3a54        Analysis
caseD_7         00fe3a36        Instruction Label       switchD_00fe3a54        Analysis
switchD         00fe3a54        Instruction Label       switchD_00fe3a54        Analysis
caseD_7         00fe3a56        Instruction Label       switchD_00fe3a54        Analysis
aret            00fe3a5c        Function        Global  User Defined
acancel         00fe3b0c        Function        Global  User Defined
sndcli          00fe3b7a        Function        Global  User Defined
ldaccs          00fe3c26        Function        Global  User Defined
free_accs       00fe3d08        Function        Global  User Defined
cre_aproc       00fe3d66        Function        Global  User Defined
ct_msgup        00fe3dfc        Function        Global  User Defined
hctl_window     00fe3e40        Function        Global  User Defined
caseD_2         00fe3ed8        Instruction Label       switchD_00fe40c6        Analysis
caseD_4         00fe3ed8        Instruction Label       switchD_00fe40c6        Analysis
caseD_3         00fe3f12        Instruction Label       switchD_00fe40c6        Analysis
caseD_8         00fe3f8c        Instruction Label       switchD_00fe40c6        Analysis
caseD_c         00fe403a        Instruction Label       switchD_00fe40c6        Analysis
caseD_11        00fe403a        Instruction Label       switchD_00fe40c6        Analysis
caseD_a         00fe407c        Instruction Label       switchD_00fe40c6        Analysis
caseD_b         00fe407c        Instruction Label       switchD_00fe40c6        Analysis
caseD_f         00fe407c        Instruction Label       switchD_00fe40c6        Analysis
caseD_10        00fe407c        Instruction Label       switchD_00fe40c6        Analysis
caseD_d         00fe4080        Instruction Label       switchD_00fe40c6        Analysis
caseD_12        00fe4080        Instruction Label       switchD_00fe40c6        Analysis
switchD         00fe40c6        Instruction Label       switchD_00fe40c6        Analysis
caseD_5         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis
caseD_6         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis
caseD_7         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis
caseD_9         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis
caseD_e         00fe40c8        Instruction Label       switchD_00fe40c6        Analysis
hctl_button     00fe4114        Function        Global  User Defined
hctl_rect       00fe414e        Function        Global  User Defined
ct_chgown       00fe4206        Function        Global  User Defined
ctlmgr          00fe421e        Function        Global  User Defined
ictlmgr         00fe429e        Function        Global  User Defined
forkq           00fe42cc        Function        Global  User Defined
disp_act        00fe4326        Function        Global  User Defined
mwait_act       00fe434e        Function        Global  User Defined
forker          00fe4378        Function        Global  User Defined
chkkbd          00fe448a        Function        Global  User Defined
schedule        00fe451e        Function        Global  User Defined
disp            00fe4558        Function        Global  User Defined
tchange         00fe45be        Function        Global  User Defined
tak_flag        00fe4616        Function        Global  User Defined
amutex          00fe464a        Function        Global  User Defined
unsync          00fe4674        Function        Global  User Defined
mowner          00fe46ac        Function        Global  User Defined
b_click         00fe46fc        Function        Global  User Defined
b_delay         00fe476c        Function        Global  User Defined
set_ctrl        00fe47c4        Function        Global  User Defined
get_ctrl        00fe47d8        Function        Global  User Defined
get_mown        00fe47ec        Function        Global  User Defined
set_mown        00fe4806        Function        Global  User Defined
nq              00fe484e        Function        Global  User Defined
dq              00fe4886        Function        Global  User Defined
fq              00fe48b4        Function        Global  User Defined
evremove        00fe48d6        Function        Global  User Defined
kchange         00fe490c        Function        Global  User Defined
post_keybd      00fe492e        Function        Global  User Defined
bchange         00fe4964        Function        Global  User Defined
downorup        00fe4a1e        Function        Global  User Defined
post_button     00fe4a6e        Function        Global  User Defined
mchange         00fe4ad6        Function        Global  User Defined
post_mouse      00fe4bba        Function        Global  User Defined
inorout         00fe4bf6        Function        Global  User Defined
akbin           00fe4c5e        Function        Global  User Defined
adelay          00fe4ca4        Function        Global  User Defined
abutton         00fe4d36        Function        Global  User Defined
amouse          00fe4d9c        Function        Global  User Defined
fapd            00fe4e2c        Function        Global  User Defined
fpdnm           00fe4e86        Function        Global  User Defined
getpd           00fe4f16        Function        Global  User Defined
p_nameit        00fe4f8c        Function        Global  User Defined
pstart          00fe4fbe        Function        Global  User Defined
doq             00fe4ff8        Function        Global  User Defined
aqueue          00fe50c0        Function        Global  User Defined
or_start        00fe519a        Function        Global  User Defined
get_orect       00fe51e4        Function        Global  User Defined
mkpiece         00fe5204        Function        Global  User Defined
brkrct          00fe52e0        Function        Global  User Defined
mkrect          00fe53d2        Function        Global  User Defined
newrect         00fe5426        Function        Global  User Defined
crysbind        00fe54d6        Function        Global  User Defined
caseD_a         00fe54ec        Instruction Label       switchD_00fe5e6a        Analysis
caseD_b         00fe5548        Instruction Label       switchD_00fe5e6a        Analysis
caseD_c         00fe5568        Instruction Label       switchD_00fe5e6a        Analysis
caseD_d         00fe5588        Instruction Label       switchD_00fe5e6a        Analysis
caseD_e         00fe5596        Instruction Label       switchD_00fe5e6a        Analysis
caseD_f         00fe55b2        Instruction Label       switchD_00fe5e6a        Analysis
caseD_13        00fe55c8        Instruction Label       switchD_00fe5e6a        Analysis
caseD_14        00fe55fe        Instruction Label       switchD_00fe5e6a        Analysis
caseD_15        00fe5606        Instruction Label       switchD_00fe5e6a        Analysis
caseD_16        00fe562c        Instruction Label       switchD_00fe5e6a        Analysis
caseD_17        00fe5640        Instruction Label       switchD_00fe5e6a        Analysis
caseD_18        00fe564e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_19        00fe5666        Instruction Label       switchD_00fe5e6a        Analysis
caseD_1a        00fe5702        Instruction Label       switchD_00fe5e6a        Analysis
caseD_1e        00fe571a        Instruction Label       switchD_00fe5e6a        Analysis
caseD_1f        00fe572e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_20        00fe5756        Instruction Label       switchD_00fe5e6a        Analysis
caseD_21        00fe579e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_22        00fe57d4        Instruction Label       switchD_00fe5e6a        Analysis
caseD_23        00fe5804        Instruction Label       switchD_00fe5e6a        Analysis
caseD_28        00fe581a        Instruction Label       switchD_00fe5e6a        Analysis
caseD_29        00fe5836        Instruction Label       switchD_00fe5e6a        Analysis
caseD_2a        00fe584a        Instruction Label       switchD_00fe5e6a        Analysis
caseD_2b        00fe586e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_2c        00fe58a0        Instruction Label       switchD_00fe5e6a        Analysis
caseD_2d        00fe58c4        Instruction Label       switchD_00fe5e6a        Analysis
caseD_2e        00fe58e0        Instruction Label       switchD_00fe5e6a        Analysis
caseD_2f        00fe591e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_32        00fe594a        Instruction Label       switchD_00fe5e6a        Analysis
caseD_33        00fe5960        Instruction Label       switchD_00fe5e6a        Analysis
caseD_34        00fe5980        Instruction Label       switchD_00fe5e6a        Analysis
caseD_35        00fe5996        Instruction Label       switchD_00fe5e6a        Analysis
caseD_36        00fe59a4        Instruction Label       switchD_00fe5e6a        Analysis
caseD_37        00fe59b8        Instruction Label       switchD_00fe5e6a        Analysis
caseD_38        00fe5a02        Instruction Label       switchD_00fe5e6a        Analysis
caseD_46        00fe5a2e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_47        00fe5a64        Instruction Label       switchD_00fe5e6a        Analysis
caseD_48        00fe5aa0        Instruction Label       switchD_00fe5e6a        Analysis
caseD_49        00fe5ada        Instruction Label       switchD_00fe5e6a        Analysis
caseD_4a        00fe5aec        Instruction Label       switchD_00fe5e6a        Analysis
caseD_4b        00fe5afe        Instruction Label       switchD_00fe5e6a        Analysis
caseD_4c        00fe5b26        Instruction Label       switchD_00fe5e6a        Analysis
caseD_4d        00fe5b4c        Instruction Label       switchD_00fe5e6a        Analysis
caseD_4e        00fe5b86        Instruction Label       switchD_00fe5e6a        Analysis
caseD_4f        00fe5bee        Instruction Label       switchD_00fe5e6a        Analysis
caseD_50        00fe5c14        Instruction Label       switchD_00fe5e6a        Analysis
caseD_51        00fe5c20        Instruction Label       switchD_00fe5e6a        Analysis
caseD_5a        00fe5c2c        Instruction Label       switchD_00fe5e6a        Analysis
caseD_64        00fe5c48        Instruction Label       switchD_00fe5e6a        Analysis
caseD_65        00fe5c5e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_66        00fe5c72        Instruction Label       switchD_00fe5e6a        Analysis
caseD_67        00fe5c7e        Instruction Label       switchD_00fe5e6a        Analysis
caseD_68        00fe5c8a        Instruction Label       switchD_00fe5e6a        Analysis
caseD_69        00fe5ca6        Instruction Label       switchD_00fe5e6a        Analysis
caseD_6a        00fe5cc2        Instruction Label       switchD_00fe5e6a        Analysis
caseD_6b        00fe5cda        Instruction Label       switchD_00fe5e6a        Analysis
caseD_6c        00fe5ce6        Instruction Label       switchD_00fe5e6a        Analysis
caseD_6e        00fe5d38        Instruction Label       switchD_00fe5e6a        Analysis
caseD_6f        00fe5d4a        Instruction Label       switchD_00fe5e6a        Analysis
caseD_70        00fe5d54        Instruction Label       switchD_00fe5e6a        Analysis
caseD_71        00fe5d74        Instruction Label       switchD_00fe5e6a        Analysis
caseD_72        00fe5d94        Instruction Label       switchD_00fe5e6a        Analysis
caseD_78        00fe5daa        Instruction Label       switchD_00fe5e6a        Analysis
caseD_79        00fe5dc2        Instruction Label       switchD_00fe5e6a        Analysis
caseD_7a        00fe5df4        Instruction Label       switchD_00fe5e6a        Analysis
caseD_7b        00fe5e08        Instruction Label       switchD_00fe5e6a        Analysis
caseD_7c        00fe5e1c        Instruction Label       switchD_00fe5e6a        Analysis
caseD_7d        00fe5e2c        Instruction Label       switchD_00fe5e6a        Analysis
caseD_10        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_11        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_12        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_1b        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_1c        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_1d        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_24        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_25        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_26        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_27        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_30        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_31        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_39        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_3a        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_3b        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_3c        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_3d        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_3e        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_3f        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_40        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_41        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_42        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_43        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_44        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_45        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_52        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_53        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_54        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_55        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_56        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_57        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_58        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_59        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_5b        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_5c        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_5d        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_5e        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_5f        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_60        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_61        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_62        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_63        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_6d        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_73        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_74        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_75        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_76        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
caseD_77        00fe5e42        Instruction Label       switchD_00fe5e6a        Analysis
switchD         00fe5e6a        Instruction Label       switchD_00fe5e6a        Analysis
xif             00fe5e70        Function        Global  User Defined
super           00fe5f4a        Function        Global  User Defined
ap_rdwr         00fe5f64        Function        Global  User Defined
ap_find         00fe5f7a        Function        Global  User Defined
ap_tplay        00fe5fb0        Function        Global  User Defined
ap_trecd        00fe6062        Function        Global  User Defined
ev_rets         00fe612c        Function        Global  User Defined
ev_block        00fe6186        Function        Global  User Defined
ev_keybd        00fe61a6        Function        Global  User Defined
ev_button       00fe61b6        Function        Global  User Defined
ev_mouse        00fe61f6        Function        Global  User Defined
ev_mesag        00fe6216        Function        Global  User Defined
ev_timer        00fe6236        Function        Global  User Defined
ev_mchk         00fe625c        Function        Global  User Defined
ev_multi        00fe6298        Function        Global  User Defined
ev_dclick       00fe6524        Function        Global  User Defined
fm_strbrk       00fe655e        Function        Global  User Defined
fm_parse        00fe660e        Function        Global  User Defined
fm_build        00fe6682        Function        Global  User Defined
fm_alert        00fe68aa        Function        Global  User Defined
take_ownership  00fe6ad0        Function        Global  User Defined
find_obj        00fe6b56        Function        Global  User Defined
fm_inifld       00fe6bbc        Function        Global  User Defined
fm_keybd        00fe6bdc        Function        Global  User Defined
fm_button       00fe6c8a        Function        Global  User Defined
fm_do           00fe6df2        Function        Global  User Defined
fm_dial         00fe6f3e        Function        Global  User Defined
fm_show         00fe6f9e        Function        Global  User Defined
eralert         00fe6fde        Function        Global  User Defined
fm_error        00fe7064        Function        Global  User Defined
caseD_0         00fe707e        Instruction Label       switchD_00fe70aa        Analysis
caseD_10        00fe707e        Instruction Label       switchD_00fe70aa        Analysis
caseD_2         00fe7082        Instruction Label       switchD_00fe70aa        Analysis
caseD_6         00fe708a        Instruction Label       switchD_00fe70aa        Analysis
caseD_8         00fe708a        Instruction Label       switchD_00fe70aa        Analysis
caseD_4         00fe7092        Instruction Label       switchD_00fe70aa        Analysis
caseD_a         00fe7092        Instruction Label       switchD_00fe70aa        Analysis
caseD_c         00fe7092        Instruction Label       switchD_00fe70aa        Analysis
caseD_e         00fe7092        Instruction Label       switchD_00fe70aa        Analysis
switchD         00fe70aa        Instruction Label       switchD_00fe70aa        Analysis
fs_start        00fe70d4        Function        Global  User Defined
fs_back         00fe7102        Function        Global  User Defined
fs_pspec        00fe7142        Function        Global  User Defined
fs_active       00fe717a        Function        Global  User Defined
fs_1scroll      00fe7352        Function        Global  User Defined
fs_format       00fe7398        Function        Global  User Defined
fs_sel          00fe74c4        Function        Global  User Defined
fs_nscroll      00fe74ea        Function        Global  User Defined
fs_newdir       00fe7662        Function        Global  User Defined
fs_input        00fe76f8        Function        Global  User Defined
caseD_11        00fe7970        Instruction Label       switchD_00fe7b26        Analysis
caseD_12        00fe7970        Instruction Label       switchD_00fe7b26        Analysis
caseD_4         00fe7978        Instruction Label       switchD_00fe7b26        Analysis
caseD_5         00fe7978        Instruction Label       switchD_00fe7b26        Analysis
caseD_6         00fe797e        Instruction Label       switchD_00fe7b26        Analysis
caseD_7         00fe79b4        Instruction Label       switchD_00fe7b26        Analysis
caseD_8         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_9         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_a         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_b         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_c         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_d         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_e         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_f         00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_10        00fe7a02        Instruction Label       switchD_00fe7b26        Analysis
caseD_0         00fe7aae        Instruction Label       switchD_00fe7b26        Analysis
caseD_1         00fe7b0a        Instruction Label       switchD_00fe7b26        Analysis
switchD         00fe7b26        Instruction Label       switchD_00fe7b26        Analysis
caseD_2         00fe7b28        Instruction Label       switchD_00fe7b26        Analysis
caseD_3         00fe7b28        Instruction Label       switchD_00fe7b26        Analysis
gr_stilldn      00fe7c44        Function        Global  User Defined
gr_setup        00fe7c7a        Function        Global  User Defined
gr_clamp        00fe7c96        Function        Global  User Defined
gr_scale        00fe7ce0        Function        Global  User Defined
gr_stepcalc     00fe7d4e        Function        Global  User Defined
gr_xor          00fe7db6        Function        Global  User Defined
gr_draw         00fe7e0e        Function        Global  User Defined
gr_wait         00fe7e60        Function        Global  User Defined
gr_rubwind      00fe7ec2        Function        Global  User Defined
gr_rubbox       00fe7f5a        Function        Global  User Defined
gr_dragbox      00fe7f86        Function        Global  User Defined
gr_movebox      00fe8054        Function        Global  User Defined
gr_growbox      00fe80ea        Function        Global  User Defined
gr_shrinkbox    00fe817e        Function        Global  User Defined
gr_watchbox     00fe821a        Function        Global  User Defined
gr_slidebox     00fe8288        Function        Global  User Defined
gr_mkstate      00fe8318        Function        Global  User Defined
gsx_malloc      00fe8346        Function        Global  User Defined
gsx_mfree       00fe83a6        Function        Global  User Defined
gsx_mret        00fe83b4        Function        Global  User Defined
gsx_ncode       00fe83ce        Function        Global  User Defined
gsx_1code       00fe83fc        Function        Global  User Defined
gsx_init        00fe8418        Function        Global  User Defined
gsx_graphic     00fe8458        Function        Global  User Defined
gsx_escapes     00fe84a2        Function        Global  User Defined
av_hardcopy     00fe84bc        Function        Global  User Defined
gsx_wsopen      00fe84c8        Function        Global  User Defined
gsx_wsclose     00fe8552        Function        Global  User Defined
ratinit         00fe8564        Function        Global  User Defined
ratexit         00fe857a        Function        Global  User Defined
bb_set          00fe8582        Function        Global  User Defined
bb_save         00fe8648        Function        Global  User Defined
bb_restore      00fe868a        Function        Global  User Defined
gsx_setmb       00fe86cc        Function        Global  User Defined
gsx_resetmb     00fe870e        Function        Global  User Defined
gsx_tick        00fe873c        Function        Global  User Defined
gsx_mfset       00fe8760        Function        Global  User Defined
gsx_mxmy        00fe878a        Function        Global  User Defined
gsx_button      00fe87a4        Function        Global  User Defined
gsx_moff        00fe87b0        Function        Global  User Defined
gsx_mon         00fe87d0        Function        Global  User Defined
av_opnwk        00fe87f0        Function        Global  User Defined
av_pline        00fe884e        Function        Global  User Defined
avst_clip       00fe8870        Function        Global  User Defined
avst_height     00fe88b0        Function        Global  User Defined
avr_recfl       00fe88fa        Function        Global  User Defined
avro_cpyfm      00fe8924        Function        Global  User Defined
avrt_cpyfm      00fe895c        Function        Global  User Defined
avr_trnfm       00fe89a6        Function        Global  User Defined
avsl_width      00fe89c4        Function        Global  User Defined
rect_change     00fe89e6        Function        Global  User Defined
do_chg          00fe8a06        Function        Global  User Defined
menu_set        00fe8a6c        Function        Global  User Defined
menu_sr         00fe8aa8        Function        Global  User Defined
menu_down       00fe8ae6        Function        Global  User Defined
mn_do           00fe8b62        Function        Global  User Defined
mn_bar          00fe8dfa        Function        Global  User Defined
mn_clsda        00fe8f74        Function        Global  User Defined
mn_register     00fe8fb6        Function        Global  User Defined
ob_getsp        00fe9034        Function        Global  User Defined
ob_center       00fe9082        Function        Global  User Defined
scan_to_end     00fe910e        Function        Global  User Defined
ins_char        00fe913a        Function        Global  User Defined
find_pos        00fe9196        Function        Global  User Defined
pxl_rect        00fe91d8        Function        Global  User Defined
curfld          00fe924a        Function        Global  User Defined
instr           00fe92de        Function        Global  User Defined
check           00fe931e        Function        Global  User Defined
ob_stfn         00fe93ba        Function        Global  User Defined
ob_delit        00fe93f2        Function        Global  User Defined
ob_edit         00fe9440        Function        Global  User Defined
ob_format       00fe976e        Function        Global  User Defined
ob_user         00fe9814        Function        Global  User Defined
just_draw       00fe9868        Function        Global  User Defined
caseD_14        00fe99d2        Instruction Label       switchD_00fe9a80        Analysis
caseD_19        00fe99d2        Instruction Label       switchD_00fe9a80        Analysis
caseD_1b        00fe99d2        Instruction Label       switchD_00fe9a80        Analysis
caseD_1a        00fe99f8        Instruction Label       switchD_00fe9a80        Analysis
caseD_16        00fe9a0e        Instruction Label       switchD_00fe9a80        Analysis
caseD_1e        00fe9a0e        Instruction Label       switchD_00fe9a80        Analysis
switchD         00fe9a80        Instruction Label       switchD_00fe9a80        Analysis
caseD_15        00fe9a82        Instruction Label       switchD_00fe9a80        Analysis
caseD_17        00fe9a82        Instruction Label       switchD_00fe9a80        Analysis
caseD_18        00fe9a82        Instruction Label       switchD_00fe9a80        Analysis
caseD_1c        00fe9a82        Instruction Label       switchD_00fe9a80        Analysis
caseD_1d        00fe9a82        Instruction Label       switchD_00fe9a80        Analysis
caseD_8         00fe9a9a        Instruction Label       switchD_00fe9c5e        Analysis
caseD_9         00fe9a9a        Instruction Label       switchD_00fe9c5e        Analysis
caseD_6         00fe9ada        Instruction Label       switchD_00fe9c5e        Analysis
caseD_0         00fe9b0a        Instruction Label       switchD_00fe9c5e        Analysis
caseD_1         00fe9b0a        Instruction Label       switchD_00fe9c5e        Analysis
caseD_2         00fe9b46        Instruction Label       switchD_00fe9c5e        Analysis
caseD_a         00fe9bae        Instruction Label       switchD_00fe9c5e        Analysis
caseD_3         00fe9c28        Instruction Label       switchD_00fe9c5e        Analysis
switchD         00fe9c5e        Instruction Label       switchD_00fe9c5e        Analysis
caseD_4         00fe9c60        Instruction Label       switchD_00fe9c5e        Analysis
caseD_5         00fe9c60        Instruction Label       switchD_00fe9c5e        Analysis
caseD_7         00fe9c60        Instruction Label       switchD_00fe9c5e        Analysis
ob_draw         00fe9ef2        Function        Global  User Defined
ob_find         00fe9f64        Function        Global  User Defined
ob_add          00fea08e        Function        Global  User Defined
ob_delete       00fea0f2        Function        Global  User Defined
ob_order        00fea188        Function        Global  User Defined
ob_change       00fea25c        Function        Global  User Defined
ob_fs           00fea38e        Function        Global  User Defined
ob_actxywh      00fea3c0        Function        Global  User Defined
ob_relxywh      00fea410        Function        Global  User Defined
ob_setxywh      00fea436        Function        Global  User Defined
ob_offset       00fea45c        Function        Global  User Defined
get_prev        00fea4b8        Function        Global  User Defined
fix_chpos       00fea4fe        Function        Global  User Defined
rs_obfix        00fea578        Function        Global  User Defined
